Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,49501,0,3,18.87683302752208,1.15720002213493,2226.263300020946,896.0,51.62571321434969,0.0,3,3,4,4,7,41,260,500,1400,2100,2200
GET,/stub_status,9981,9981,3,19.126119817553544,1.2986000219825655,2212.058800010709,153.0,10.409410791548135,10.409410791548135,3,3,4,4,7,35,250,530,1500,2200,2200
,Aggregated,59482,9981,3,18.9186630172888,1.15720002213493,2226.263300020946,771.3255942974345,62.03512400589782,10.409410791548135,3,3,4,4,7,40,260,510,1400,2100,2200
