Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,18968,0,16,41.76069002531322,1.2717000063275918,6541.3251999998465,896.0,31.691564114820096,0.0,16,22,33,35,53,74,150,370,6000,6500,6500
GET,/stub_status,3824,0,16,32.94267319562937,1.436099992133677,5913.294999991194,153.0,6.389104870048083,0.0,16,22,33,34,52,72,140,250,5500,5900,5900
,Aggregated,22792,0,16,40.281219318191816,1.2717000063275918,6541.3251999998465,771.3408213408213,38.080668984868176,0.0,16,22,33,35,53,74,150,330,5900,6500,6500
