Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,50245,0,3,4.99030856008031,1.2140999897383153,2134.105700009968,896.0,52.38305699980975,0.0,3,3,3,4,4,7,19,40,410,880,2100
GET,/stub_status,10165,10165,3,4.980695169744074,1.4115999802015722,1109.6962000010535,153.0,10.597547505285425,10.597547505285425,3,3,3,4,4,7,19,40,450,700,1100
,Aggregated,60410,10165,3,4.988690945235618,1.2140999897383153,2134.105700009968,770.9777354742592,62.98060450509517,10.597547505285425,3,3,3,4,4,7,19,40,420,880,2100
